label,name,cluster_annotation_term_set_label,cluster_annotation_term_set_name,color_hex_triplet,term_order,term_set_order,parent_term_label,parent_term_name,parent_term_set_label
CS20250428_CLUST_1483,Marmoset-520,CCN20250428_LEVEL_4,Cluster,#cafe3c,41,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1484,Marmoset-521,CCN20250428_LEVEL_4,Cluster,#21dfd9,42,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1485,Marmoset-522,CCN20250428_LEVEL_4,Cluster,#0909f9,43,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1486,Marmoset-523,CCN20250428_LEVEL_4,Cluster,#6e1680,44,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1487,Marmoset-524,CCN20250428_LEVEL_4,Cluster,#db0a13,45,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1488,Marmoset-525,CCN20250428_LEVEL_4,Cluster,#f65051,46,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1489,Marmoset-526,CCN20250428_LEVEL_4,Cluster,#39de6d,47,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1490,Marmoset-527,CCN20250428_LEVEL_4,Cluster,#be195a,48,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1597,Marmoset-669,CCN20250428_LEVEL_4,Cluster,#34c0b5,49,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1598,Marmoset-670,CCN20250428_LEVEL_4,Cluster,#696404,50,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1600,Marmoset-672,CCN20250428_LEVEL_4,Cluster,#8184e6,51,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1601,Marmoset-673,CCN20250428_LEVEL_4,Cluster,#948a16,52,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1602,Marmoset-674,CCN20250428_LEVEL_4,Cluster,#f82bbe,53,4,CS20250428_GROUP_0039,Astrocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0193,Human-20,CCN20250428_LEVEL_4,Cluster,#e15e7d,54,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0194,Human-210,CCN20250428_LEVEL_4,Cluster,#ee0941,55,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0195,Human-211,CCN20250428_LEVEL_4,Cluster,#18654d,56,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0196,Human-212,CCN20250428_LEVEL_4,Cluster,#a31b00,57,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0197,Human-213,CCN20250428_LEVEL_4,Cluster,#2b6cb9,58,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0198,Human-214,CCN20250428_LEVEL_4,Cluster,#eedb53,59,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0199,Human-474,CCN20250428_LEVEL_4,Cluster,#8aade8,60,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0200,Human-475,CCN20250428_LEVEL_4,Cluster,#d2fd76,61,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0674,Macaque-447,CCN20250428_LEVEL_4,Cluster,#7a0b4b,62,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0675,Macaque-448,CCN20250428_LEVEL_4,Cluster,#58e079,63,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0676,Macaque-449,CCN20250428_LEVEL_4,Cluster,#ef86a7,64,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0677,Macaque-450,CCN20250428_LEVEL_4,Cluster,#6d8beb,65,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0678,Macaque-451,CCN20250428_LEVEL_4,Cluster,#4cdef1,66,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0679,Macaque-452,CCN20250428_LEVEL_4,Cluster,#f29ccb,67,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0680,Macaque-453,CCN20250428_LEVEL_4,Cluster,#5524a0,68,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0681,Macaque-454,CCN20250428_LEVEL_4,Cluster,#10618c,69,4,CS20250428_GROUP_0017,ImAstro,CCN20250428_LEVEL_3
CS20250428_CLUST_0188,Human-113,CCN20250428_LEVEL_4,Cluster,#d6a45a,70,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0189,Human-114,CCN20250428_LEVEL_4,Cluster,#515c0c,71,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0190,Human-115,CCN20250428_LEVEL_4,Cluster,#853c05,72,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0191,Human-116,CCN20250428_LEVEL_4,Cluster,#a94f32,73,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0192,Human-125,CCN20250428_LEVEL_4,Cluster,#f36c66,74,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0646,Macaque-459,CCN20250428_LEVEL_4,Cluster,#1e975e,75,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0647,Macaque-460,CCN20250428_LEVEL_4,Cluster,#006637,76,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0648,Macaque-461,CCN20250428_LEVEL_4,Cluster,#9ad367,77,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0649,Macaque-462,CCN20250428_LEVEL_4,Cluster,#8fe447,78,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0650,Macaque-463,CCN20250428_LEVEL_4,Cluster,#a1dbe4,79,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_1592,Marmoset-662,CCN20250428_LEVEL_4,Cluster,#6773e7,80,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_1593,Marmoset-663,CCN20250428_LEVEL_4,Cluster,#f12367,81,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_1594,Marmoset-664,CCN20250428_LEVEL_4,Cluster,#0c2c5f,82,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_1595,Marmoset-665,CCN20250428_LEVEL_4,Cluster,#abe91b,83,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_1596,Marmoset-666,CCN20250428_LEVEL_4,Cluster,#82d054,84,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_1599,Marmoset-671,CCN20250428_LEVEL_4,Cluster,#971f58,85,4,CS20250428_GROUP_0012,Ependymal,CCN20250428_LEVEL_3
CS20250428_CLUST_0209,Human-5,CCN20250428_LEVEL_4,Cluster,#9e0398,86,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0210,Human-6,CCN20250428_LEVEL_4,Cluster,#e87ec6,87,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0211,Human-111,CCN20250428_LEVEL_4,Cluster,#50b1d4,88,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0212,Human-147,CCN20250428_LEVEL_4,Cluster,#e74cb2,89,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0213,Human-148,CCN20250428_LEVEL_4,Cluster,#9b150a,90,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0214,Human-151,CCN20250428_LEVEL_4,Cluster,#21929a,91,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0215,Human-153,CCN20250428_LEVEL_4,Cluster,#475713,92,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0216,Human-186,CCN20250428_LEVEL_4,Cluster,#720f5d,93,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0217,Human-187,CCN20250428_LEVEL_4,Cluster,#980de9,94,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0218,Human-417,CCN20250428_LEVEL_4,Cluster,#2088e8,95,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0219,Human-448,CCN20250428_LEVEL_4,Cluster,#950d7e,96,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0220,Human-449,CCN20250428_LEVEL_4,Cluster,#c92723,97,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0221,Human-486,CCN20250428_LEVEL_4,Cluster,#9d8402,98,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0222,Human-531,CCN20250428_LEVEL_4,Cluster,#526fd1,99,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0223,Human-532,CCN20250428_LEVEL_4,Cluster,#940ebc,100,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0224,Human-540,CCN20250428_LEVEL_4,Cluster,#a198f3,101,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0225,Human-543,CCN20250428_LEVEL_4,Cluster,#2caacf,102,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0732,Macaque-378,CCN20250428_LEVEL_4,Cluster,#a23159,103,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0733,Macaque-379,CCN20250428_LEVEL_4,Cluster,#9c14b2,104,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0734,Macaque-380,CCN20250428_LEVEL_4,Cluster,#f05156,105,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0735,Macaque-381,CCN20250428_LEVEL_4,Cluster,#74de92,106,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0736,Macaque-382,CCN20250428_LEVEL_4,Cluster,#f8c251,107,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0737,Macaque-432,CCN20250428_LEVEL_4,Cluster,#08a680,108,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0738,Macaque-434,CCN20250428_LEVEL_4,Cluster,#c7c22f,109,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0739,Macaque-435,CCN20250428_LEVEL_4,Cluster,#9aeec6,110,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0740,Macaque-436,CCN20250428_LEVEL_4,Cluster,#a66217,111,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0741,Macaque-437,CCN20250428_LEVEL_4,Cluster,#e273ba,112,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1626,Marmoset-708,CCN20250428_LEVEL_4,Cluster,#54ca78,113,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1627,Marmoset-709,CCN20250428_LEVEL_4,Cluster,#7c391e,114,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1628,Marmoset-711,CCN20250428_LEVEL_4,Cluster,#a12e93,115,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1629,Marmoset-712,CCN20250428_LEVEL_4,Cluster,#231e94,116,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1630,Marmoset-715,CCN20250428_LEVEL_4,Cluster,#2dd597,117,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1631,Marmoset-716,CCN20250428_LEVEL_4,Cluster,#57e0ce,118,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1632,Marmoset-717,CCN20250428_LEVEL_4,Cluster,#270e65,119,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_1633,Marmoset-718,CCN20250428_LEVEL_4,Cluster,#82a4fe,120,4,CS20250428_GROUP_0019,Microglia,CCN20250428_LEVEL_3
CS20250428_CLUST_0156,Human-68,CCN20250428_LEVEL_4,Cluster,#5cfb9c,121,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0157,Human-71,CCN20250428_LEVEL_4,Cluster,#a546c7,122,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0158,Human-73,CCN20250428_LEVEL_4,Cluster,#f14ddd,123,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0159,Human-74,CCN20250428_LEVEL_4,Cluster,#273f9b,124,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0160,Human-75,CCN20250428_LEVEL_4,Cluster,#767a0b,125,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0578,Macaque-440,CCN20250428_LEVEL_4,Cluster,#c79107,126,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0579,Macaque-441,CCN20250428_LEVEL_4,Cluster,#a0b1e5,127,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0580,Macaque-442,CCN20250428_LEVEL_4,Cluster,#a7a1e2,128,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0581,Macaque-443,CCN20250428_LEVEL_4,Cluster,#cce64a,129,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_1867,Marmoset-992,CCN20250428_LEVEL_4,Cluster,#80f3ea,130,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_1868,Marmoset-993,CCN20250428_LEVEL_4,Cluster,#d22531,131,4,CS20250428_GROUP_0001,BAM,CCN20250428_LEVEL_3
CS20250428_CLUST_0258,Human-79,CCN20250428_LEVEL_4,Cluster,#1f6797,132,4,CS20250428_GROUP_0059,T cells,CCN20250428_LEVEL_3
CS20250428_CLUST_0259,Human-80,CCN20250428_LEVEL_4,Cluster,#f6d490,133,4,CS20250428_GROUP_0059,T cells,CCN20250428_LEVEL_3
CS20250428_CLUST_0260,Human-81,CCN20250428_LEVEL_4,Cluster,#4af380,134,4,CS20250428_GROUP_0059,T cells,CCN20250428_LEVEL_3
CS20250428_CLUST_0261,Human-82,CCN20250428_LEVEL_4,Cluster,#de9e7b,135,4,CS20250428_GROUP_0059,T cells,CCN20250428_LEVEL_3
CS20250428_CLUST_1035,Macaque-394,CCN20250428_LEVEL_4,Cluster,#f63b3f,136,4,CS20250428_GROUP_0059,T cells,CCN20250428_LEVEL_3
CS20250428_CLUST_1036,Macaque-396,CCN20250428_LEVEL_4,Cluster,#eb2f3c,137,4,CS20250428_GROUP_0059,T cells,CCN20250428_LEVEL_3
CS20250428_CLUST_0155,Human-69,CCN20250428_LEVEL_4,Cluster,#220a78,138,4,CS20250428_GROUP_0000,B cells,CCN20250428_LEVEL_3
CS20250428_CLUST_0226,Human-72,CCN20250428_LEVEL_4,Cluster,#9ee6e9,139,4,CS20250428_GROUP_0022,Monocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0774,Macaque-393,CCN20250428_LEVEL_4,Cluster,#f852de,140,4,CS20250428_GROUP_0022,Monocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0775,Macaque-395,CCN20250428_LEVEL_4,Cluster,#d0df14,141,4,CS20250428_GROUP_0022,Monocyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0227,Human-1,CCN20250428_LEVEL_4,Cluster,#a9de1a,142,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0228,Human-13,CCN20250428_LEVEL_4,Cluster,#8b9b0b,143,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0229,Human-112,CCN20250428_LEVEL_4,Cluster,#7db606,144,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0782,Macaque-279,CCN20250428_LEVEL_4,Cluster,#7279ef,145,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0783,Macaque-280,CCN20250428_LEVEL_4,Cluster,#62620e,146,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0784,Macaque-283,CCN20250428_LEVEL_4,Cluster,#e732fb,147,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0785,Macaque-284,CCN20250428_LEVEL_4,Cluster,#fd33e7,148,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0790,Macaque-200,CCN20250428_LEVEL_4,Cluster,#a5e9f2,149,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1088,Marmoset-1,CCN20250428_LEVEL_4,Cluster,#8954d6,150,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1089,Marmoset-2,CCN20250428_LEVEL_4,Cluster,#1505b6,151,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1090,Marmoset-3,CCN20250428_LEVEL_4,Cluster,#d32ce0,152,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1091,Marmoset-4,CCN20250428_LEVEL_4,Cluster,#c12deb,153,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1092,Marmoset-5,CCN20250428_LEVEL_4,Cluster,#64490a,154,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1094,Marmoset-7,CCN20250428_LEVEL_4,Cluster,#942516,155,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1103,Marmoset-16,CCN20250428_LEVEL_4,Cluster,#e1a176,156,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1105,Marmoset-18,CCN20250428_LEVEL_4,Cluster,#a7d8e6,157,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1106,Marmoset-19,CCN20250428_LEVEL_4,Cluster,#5a9ad6,158,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_1107,Marmoset-20,CCN20250428_LEVEL_4,Cluster,#2459bb,159,4,CS20250428_GROUP_0025,Oligo OPALIN,CCN20250428_LEVEL_3
CS20250428_CLUST_0230,Human-12,CCN20250428_LEVEL_4,Cluster,#88772d,160,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0231,Human-15,CCN20250428_LEVEL_4,Cluster,#6af4cf,161,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0786,Macaque-195,CCN20250428_LEVEL_4,Cluster,#44ce7a,162,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0787,Macaque-196,CCN20250428_LEVEL_4,Cluster,#69e4a2,163,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0788,Macaque-197,CCN20250428_LEVEL_4,Cluster,#ea3965,164,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0789,Macaque-198,CCN20250428_LEVEL_4,Cluster,#e448f8,165,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0791,Macaque-201,CCN20250428_LEVEL_4,Cluster,#730008,166,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0792,Macaque-202,CCN20250428_LEVEL_4,Cluster,#8ae6d9,167,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1095,Marmoset-8,CCN20250428_LEVEL_4,Cluster,#fa95fd,168,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1096,Marmoset-9,CCN20250428_LEVEL_4,Cluster,#b16534,169,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1097,Marmoset-10,CCN20250428_LEVEL_4,Cluster,#e83d60,170,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1098,Marmoset-11,CCN20250428_LEVEL_4,Cluster,#b078e4,171,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1099,Marmoset-12,CCN20250428_LEVEL_4,Cluster,#c12043,172,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1100,Marmoset-13,CCN20250428_LEVEL_4,Cluster,#f6a05b,173,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1101,Marmoset-14,CCN20250428_LEVEL_4,Cluster,#9c0861,174,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1102,Marmoset-15,CCN20250428_LEVEL_4,Cluster,#5e1817,175,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_1104,Marmoset-17,CCN20250428_LEVEL_4,Cluster,#16cece,176,4,CS20250428_GROUP_0026,Oligo PLEKHG1,CCN20250428_LEVEL_3
CS20250428_CLUST_0201,Human-47,CCN20250428_LEVEL_4,Cluster,#8d9bdf,177,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0202,Human-49,CCN20250428_LEVEL_4,Cluster,#94c60e,178,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0203,Human-53,CCN20250428_LEVEL_4,Cluster,#a742d6,179,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0204,Human-268,CCN20250428_LEVEL_4,Cluster,#0cfa83,180,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0205,Human-269,CCN20250428_LEVEL_4,Cluster,#bc8ff5,181,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0206,Human-270,CCN20250428_LEVEL_4,Cluster,#20f650,182,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0207,Human-277,CCN20250428_LEVEL_4,Cluster,#1f07c1,183,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0208,Human-280,CCN20250428_LEVEL_4,Cluster,#071a65,184,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0682,Macaque-383,CCN20250428_LEVEL_4,Cluster,#bce78b,185,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0683,Macaque-384,CCN20250428_LEVEL_4,Cluster,#a6e72e,186,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0684,Macaque-385,CCN20250428_LEVEL_4,Cluster,#ce60e2,187,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0685,Macaque-386,CCN20250428_LEVEL_4,Cluster,#cd88f8,188,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0686,Macaque-387,CCN20250428_LEVEL_4,Cluster,#4a1667,189,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_0687,Macaque-388,CCN20250428_LEVEL_4,Cluster,#0fb77c,190,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1181,Marmoset-96,CCN20250428_LEVEL_4,Cluster,#7babfa,191,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1182,Marmoset-97,CCN20250428_LEVEL_4,Cluster,#bfc307,192,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1183,Marmoset-98,CCN20250428_LEVEL_4,Cluster,#d26398,193,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1184,Marmoset-99,CCN20250428_LEVEL_4,Cluster,#b13688,194,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1185,Marmoset-100,CCN20250428_LEVEL_4,Cluster,#96b4f8,195,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1186,Marmoset-101,CCN20250428_LEVEL_4,Cluster,#b6a906,196,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1187,Marmoset-102,CCN20250428_LEVEL_4,Cluster,#f98b6e,197,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1188,Marmoset-103,CCN20250428_LEVEL_4,Cluster,#d77be8,198,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1189,Marmoset-104,CCN20250428_LEVEL_4,Cluster,#4c90c9,199,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
CS20250428_CLUST_1190,Marmoset-105,CCN20250428_LEVEL_4,Cluster,#8298fc,200,4,CS20250428_GROUP_0018,ImOligo,CCN20250428_LEVEL_3
