label,name,cluster_annotation_term_set_label,cluster_annotation_term_set_name,color_hex_triplet,term_order,term_set_order,parent_term_label,parent_term_name,parent_term_set_label
CS20250428_CLUST_0238,Human-265,CCN20250428_LEVEL_4,Cluster,#521969,258,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0239,Human-267,CCN20250428_LEVEL_4,Cluster,#6dd69c,259,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0240,Human-271,CCN20250428_LEVEL_4,Cluster,#c6ba2e,260,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0241,Human-272,CCN20250428_LEVEL_4,Cluster,#8b3406,261,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0242,Human-273,CCN20250428_LEVEL_4,Cluster,#1665ee,262,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0243,Human-274,CCN20250428_LEVEL_4,Cluster,#155f48,263,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0244,Human-275,CCN20250428_LEVEL_4,Cluster,#c532f8,264,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0245,Human-278,CCN20250428_LEVEL_4,Cluster,#e16bfe,265,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0799,Macaque-496,CCN20250428_LEVEL_4,Cluster,#2a33b9,266,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0800,Macaque-497,CCN20250428_LEVEL_4,Cluster,#ca1af0,267,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0801,Macaque-498,CCN20250428_LEVEL_4,Cluster,#0b692c,268,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1197,Marmoset-112,CCN20250428_LEVEL_4,Cluster,#9a178d,269,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1606,Marmoset-688,CCN20250428_LEVEL_4,Cluster,#0a91b3,270,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_1622,Marmoset-704,CCN20250428_LEVEL_4,Cluster,#015569,271,4,CS20250428_GROUP_0027,Pericyte,CCN20250428_LEVEL_3
CS20250428_CLUST_0246,Human-43,CCN20250428_LEVEL_4,Cluster,#24a4e2,272,4,CS20250428_GROUP_0028,SMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0247,Human-264,CCN20250428_LEVEL_4,Cluster,#502318,273,4,CS20250428_GROUP_0028,SMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0857,Macaque-499,CCN20250428_LEVEL_4,Cluster,#cc75d1,274,4,CS20250428_GROUP_0028,SMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1624,Marmoset-706,CCN20250428_LEVEL_4,Cluster,#7660e2,275,4,CS20250428_GROUP_0028,SMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0262,Human-3,CCN20250428_LEVEL_4,Cluster,#20bea6,276,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0263,Human-4,CCN20250428_LEVEL_4,Cluster,#87921f,277,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0264,Human-46,CCN20250428_LEVEL_4,Cluster,#50d888,278,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0265,Human-441,CCN20250428_LEVEL_4,Cluster,#cfa06a,279,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0266,Human-442,CCN20250428_LEVEL_4,Cluster,#5a8af5,280,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0267,Human-446,CCN20250428_LEVEL_4,Cluster,#69084d,281,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0268,Human-451,CCN20250428_LEVEL_4,Cluster,#d943f7,282,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1049,Macaque-346,CCN20250428_LEVEL_4,Cluster,#a38204,283,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1050,Macaque-347,CCN20250428_LEVEL_4,Cluster,#61d7bc,284,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1051,Macaque-348,CCN20250428_LEVEL_4,Cluster,#ec9c20,285,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1052,Macaque-349,CCN20250428_LEVEL_4,Cluster,#2dc184,286,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1053,Macaque-350,CCN20250428_LEVEL_4,Cluster,#00ba8a,287,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1054,Macaque-351,CCN20250428_LEVEL_4,Cluster,#f16ebe,288,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1199,Marmoset-114,CCN20250428_LEVEL_4,Cluster,#cbf618,289,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1200,Marmoset-115,CCN20250428_LEVEL_4,Cluster,#b05635,290,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1610,Marmoset-692,CCN20250428_LEVEL_4,Cluster,#9c3aba,291,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1614,Marmoset-696,CCN20250428_LEVEL_4,Cluster,#99bae2,292,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1618,Marmoset-700,CCN20250428_LEVEL_4,Cluster,#33699d,293,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_1621,Marmoset-703,CCN20250428_LEVEL_4,Cluster,#509fc9,294,4,CS20250428_GROUP_0062,VLMC,CCN20250428_LEVEL_3
CS20250428_CLUST_0072,Human-395,CCN20250428_LEVEL_4,Cluster,#7f19e3,295,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0073,Human-396,CCN20250428_LEVEL_4,Cluster,#25b8fd,296,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0074,Human-397,CCN20250428_LEVEL_4,Cluster,#5fe0dd,297,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0076,Human-404,CCN20250428_LEVEL_4,Cluster,#176863,298,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0077,Human-529,CCN20250428_LEVEL_4,Cluster,#233d89,299,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0078,Human-549,CCN20250428_LEVEL_4,Cluster,#a77326,300,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0884,Macaque-470,CCN20250428_LEVEL_4,Cluster,#cb2360,301,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0885,Macaque-471,CCN20250428_LEVEL_4,Cluster,#485819,302,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0886,Macaque-472,CCN20250428_LEVEL_4,Cluster,#bc2a4a,303,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0887,Macaque-473,CCN20250428_LEVEL_4,Cluster,#cc921b,304,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0888,Macaque-474,CCN20250428_LEVEL_4,Cluster,#1c6088,305,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2094,Marmoset-1459,CCN20250428_LEVEL_4,Cluster,#5723dd,306,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2104,Marmoset-1469,CCN20250428_LEVEL_4,Cluster,#1b2154,307,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2105,Marmoset-1470,CCN20250428_LEVEL_4,Cluster,#315716,308,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2112,Marmoset-1477,CCN20250428_LEVEL_4,Cluster,#c0d048,309,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2114,Marmoset-1479,CCN20250428_LEVEL_4,Cluster,#47dcbb,310,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2116,Marmoset-1481,CCN20250428_LEVEL_4,Cluster,#1b7091,311,4,CS20250428_GROUP_0038,STH PVALB-PITX2 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0040,Human-128,CCN20250428_LEVEL_4,Cluster,#852935,312,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0041,Human-129,CCN20250428_LEVEL_4,Cluster,#c55e2f,313,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0042,Human-130,CCN20250428_LEVEL_4,Cluster,#f98c7d,314,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0043,Human-423,CCN20250428_LEVEL_4,Cluster,#e23de4,315,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0044,Human-426,CCN20250428_LEVEL_4,Cluster,#87860c,316,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0045,Human-428,CCN20250428_LEVEL_4,Cluster,#01a53d,317,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0046,Human-429,CCN20250428_LEVEL_4,Cluster,#4aa3d3,318,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0047,Human-430,CCN20250428_LEVEL_4,Cluster,#bfe371,319,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0623,Macaque-80,CCN20250428_LEVEL_4,Cluster,#97d470,320,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0624,Macaque-81,CCN20250428_LEVEL_4,Cluster,#03499e,321,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0625,Macaque-82,CCN20250428_LEVEL_4,Cluster,#bd1203,322,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0626,Macaque-83,CCN20250428_LEVEL_4,Cluster,#301370,323,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0627,Macaque-84,CCN20250428_LEVEL_4,Cluster,#c751f0,324,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0628,Macaque-85,CCN20250428_LEVEL_4,Cluster,#2738fb,325,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0629,Macaque-86,CCN20250428_LEVEL_4,Cluster,#1f1b5e,326,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1737,Marmoset-825,CCN20250428_LEVEL_4,Cluster,#162063,327,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1738,Marmoset-826,CCN20250428_LEVEL_4,Cluster,#3fcf68,328,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1739,Marmoset-827,CCN20250428_LEVEL_4,Cluster,#d785f0,329,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1740,Marmoset-828,CCN20250428_LEVEL_4,Cluster,#0e2e83,330,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1741,Marmoset-829,CCN20250428_LEVEL_4,Cluster,#5eb124,331,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1742,Marmoset-830,CCN20250428_LEVEL_4,Cluster,#ee1b23,332,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1743,Marmoset-831,CCN20250428_LEVEL_4,Cluster,#0d7776,333,4,CS20250428_GROUP_0008,BF SKOR1 Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0070,Human-379,CCN20250428_LEVEL_4,Cluster,#bcec6d,334,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0071,Human-394,CCN20250428_LEVEL_4,Cluster,#9740f7,335,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0075,Human-401,CCN20250428_LEVEL_4,Cluster,#8d141c,336,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0079,Human-378,CCN20250428_LEVEL_4,Cluster,#64630f,337,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0080,Human-389,CCN20250428_LEVEL_4,Cluster,#b8dd8f,338,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0081,Human-391,CCN20250428_LEVEL_4,Cluster,#e159fd,339,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0082,Human-392,CCN20250428_LEVEL_4,Cluster,#00a3c1,340,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0083,Human-400,CCN20250428_LEVEL_4,Cluster,#360895,341,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0084,Human-556,CCN20250428_LEVEL_4,Cluster,#d9651f,342,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_0085,Human-523_2,CCN20250428_LEVEL_4,Cluster,#103c6b,343,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1075,Macaque-53,CCN20250428_LEVEL_4,Cluster,#beaf2f,344,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1076,Macaque-54,CCN20250428_LEVEL_4,Cluster,#ed181d,345,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1077,Macaque-63,CCN20250428_LEVEL_4,Cluster,#87f2e1,346,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1078,Macaque-65,CCN20250428_LEVEL_4,Cluster,#d1ec75,347,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1079,Macaque-66,CCN20250428_LEVEL_4,Cluster,#f60a29,348,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1080,Macaque-138,CCN20250428_LEVEL_4,Cluster,#d92880,349,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1081,Macaque-142,CCN20250428_LEVEL_4,Cluster,#01058d,350,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1082,Macaque-143,CCN20250428_LEVEL_4,Cluster,#20e2f3,351,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1083,Macaque-144,CCN20250428_LEVEL_4,Cluster,#5bd3f9,352,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1084,Macaque-145,CCN20250428_LEVEL_4,Cluster,#1a1594,353,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1085,Macaque-146,CCN20250428_LEVEL_4,Cluster,#8576e7,354,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1086,Macaque-147,CCN20250428_LEVEL_4,Cluster,#24d3b9,355,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1087,Macaque-148,CCN20250428_LEVEL_4,Cluster,#e5a1f5,356,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1988,Marmoset-1345,CCN20250428_LEVEL_4,Cluster,#ce499c,357,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1989,Marmoset-1346,CCN20250428_LEVEL_4,Cluster,#1c1b77,358,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1990,Marmoset-1347,CCN20250428_LEVEL_4,Cluster,#f920c2,359,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_1991,Marmoset-1348,CCN20250428_LEVEL_4,Cluster,#d1803e,360,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2093,Marmoset-1458,CCN20250428_LEVEL_4,Cluster,#26eab8,361,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2095,Marmoset-1460,CCN20250428_LEVEL_4,Cluster,#3191f4,362,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2096,Marmoset-1461,CCN20250428_LEVEL_4,Cluster,#f0ed8e,363,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2097,Marmoset-1462,CCN20250428_LEVEL_4,Cluster,#8fcdf2,364,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2098,Marmoset-1463,CCN20250428_LEVEL_4,Cluster,#3e10d9,365,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2099,Marmoset-1464,CCN20250428_LEVEL_4,Cluster,#b9215a,366,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2100,Marmoset-1465,CCN20250428_LEVEL_4,Cluster,#73dfb4,367,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2101,Marmoset-1466,CCN20250428_LEVEL_4,Cluster,#53cfad,368,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2102,Marmoset-1467,CCN20250428_LEVEL_4,Cluster,#5d8705,369,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2103,Marmoset-1468,CCN20250428_LEVEL_4,Cluster,#0ec873,370,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2106,Marmoset-1471,CCN20250428_LEVEL_4,Cluster,#5ecad8,371,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2107,Marmoset-1472,CCN20250428_LEVEL_4,Cluster,#d2d243,372,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2108,Marmoset-1473,CCN20250428_LEVEL_4,Cluster,#0aae66,373,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2109,Marmoset-1474,CCN20250428_LEVEL_4,Cluster,#7472d9,374,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2110,Marmoset-1475,CCN20250428_LEVEL_4,Cluster,#f0b486,375,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2111,Marmoset-1476,CCN20250428_LEVEL_4,Cluster,#d620bb,376,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2113,Marmoset-1478,CCN20250428_LEVEL_4,Cluster,#d3db8f,377,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2115,Marmoset-1480,CCN20250428_LEVEL_4,Cluster,#1c8b50,378,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2117,Marmoset-1482,CCN20250428_LEVEL_4,Cluster,#ae74f8,379,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2145,Marmoset-1521,CCN20250428_LEVEL_4,Cluster,#c4e857,380,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2146,Marmoset-1522,CCN20250428_LEVEL_4,Cluster,#e121e7,381,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2147,Marmoset-1523,CCN20250428_LEVEL_4,Cluster,#a94aeb,382,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2148,Marmoset-1524,CCN20250428_LEVEL_4,Cluster,#ea81a8,383,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2149,Marmoset-1525,CCN20250428_LEVEL_4,Cluster,#fc2a87,384,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2150,Marmoset-1526,CCN20250428_LEVEL_4,Cluster,#cbf373,385,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2151,Marmoset-1527,CCN20250428_LEVEL_4,Cluster,#9a790a,386,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2152,Marmoset-1528,CCN20250428_LEVEL_4,Cluster,#ebb86c,387,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2153,Marmoset-1529,CCN20250428_LEVEL_4,Cluster,#001a7e,388,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2154,Marmoset-1530,CCN20250428_LEVEL_4,Cluster,#cf162d,389,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2155,Marmoset-1531,CCN20250428_LEVEL_4,Cluster,#aed6e7,390,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2156,Marmoset-1532,CCN20250428_LEVEL_4,Cluster,#85170c,391,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2157,Marmoset-1533,CCN20250428_LEVEL_4,Cluster,#70cfa5,392,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2158,Marmoset-1534,CCN20250428_LEVEL_4,Cluster,#81e9bf,393,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2159,Marmoset-1535,CCN20250428_LEVEL_4,Cluster,#de584f,394,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2160,Marmoset-1536,CCN20250428_LEVEL_4,Cluster,#24b1cc,395,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2161,Marmoset-1537,CCN20250428_LEVEL_4,Cluster,#c5ee7c,396,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2162,Marmoset-1538,CCN20250428_LEVEL_4,Cluster,#d4e996,397,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2163,Marmoset-1539,CCN20250428_LEVEL_4,Cluster,#9252d7,398,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2164,Marmoset-1540,CCN20250428_LEVEL_4,Cluster,#7e57d3,399,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2165,Marmoset-1541,CCN20250428_LEVEL_4,Cluster,#bfd86b,400,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2166,Marmoset-1542,CCN20250428_LEVEL_4,Cluster,#d06c68,401,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2167,Marmoset-1543,CCN20250428_LEVEL_4,Cluster,#78db05,402,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2168,Marmoset-1544,CCN20250428_LEVEL_4,Cluster,#d7e20c,403,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2169,Marmoset-1545,CCN20250428_LEVEL_4,Cluster,#cbeaa2,404,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2170,Marmoset-1546,CCN20250428_LEVEL_4,Cluster,#283d97,405,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2171,Marmoset-1547,CCN20250428_LEVEL_4,Cluster,#fda587,406,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2172,Marmoset-1548,CCN20250428_LEVEL_4,Cluster,#03854f,407,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2173,Marmoset-1549,CCN20250428_LEVEL_4,Cluster,#759817,408,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2174,Marmoset-1550,CCN20250428_LEVEL_4,Cluster,#ec87a1,409,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
CS20250428_CLUST_2175,Marmoset-1551,CCN20250428_LEVEL_4,Cluster,#853723,410,4,CS20250428_GROUP_0064,VTR-HTH Glut,CCN20250428_LEVEL_3
